Destination_IP,Destination_Port
52.20.55.169,443
192.168.10.9,1838
192.168.10.9,1840
192.168.10.5,49292
192.168.10.51,57584
54.152.24.232,443
52.4.15.98,443
210.160.193.188,443
192.168.10.5,49352
23.194.181.141,443
192.168.10.5,49301
210.160.193.189,443
34.210.245.93,443
192.168.10.16,57816
210.160.193.167,443
192.168.10.5,49367
8.43.72.32,443
210.225.201.222,443
104.88.55.49,443
192.168.10.5,49315
192.168.10.5,49317
192.168.10.5,49313
192.168.10.5,49322
192.168.10.5,49320
192.168.10.5,49323
52.84.145.177,443
23.92.189.242,443
54.230.36.235,443
64.94.190.54,443
192.168.10.5,49387
113.52.156.18,80
107.178.248.96,443
23.192.61.7,443
8.43.72.44,443
23.208.162.189,443
54.225.77.16,443
192.168.10.5,49330
192.168.10.5,49349
192.168.10.5,49342
192.168.10.5,49331
192.168.10.5,49372
74.217.63.23,443
192.168.10.5,49436
52.69.143.104,443
192.168.10.5,49424
183.79.249.124,443
192.168.10.5,49420
192.168.10.5,49419
52.73.254.202,443
54.165.89.238,443
104.16.27.216,80
124.33.183.215,443
61.251.165.39,443
192.168.10.5,49460
23.65.11.27,80
23.208.69.145,443
173.241.242.220,443
52.84.140.227,443
192.168.10.5,49366
192.168.10.5,49363
192.168.10.5,49360
153.149.96.48,80
54.236.179.153,443
52.84.143.81,80
23.208.165.24,80
64.12.235.115,443
192.168.10.5,49377
192.168.10.5,49376
192.168.10.5,49386
192.168.10.5,49381
182.22.65.138,443
192.168.10.9,1856
192.168.10.5,49484
52.73.225.5,443
52.34.178.251,443
52.202.39.44,443
52.22.184.240,443
54.71.197.51,443
66.110.99.19,443
54.92.58.227,443
192.168.10.5,49396
192.168.10.5,49394
192.168.10.5,49412
192.168.10.5,49393
52.4.199.3,443
192.168.10.17,54500
50.116.194.21,443
104.97.91.19,443
104.17.38.113,443
192.168.10.25,49203
192.168.10.25,49205
192.168.10.25,49202
192.168.10.25,49201
108.59.6.118,443
52.69.33.104,443
23.92.189.52,443
192.168.10.5,49459
192.168.10.5,49457
192.168.10.5,49461
192.168.10.5,49458
192.168.10.5,49440
210.225.201.223,443
69.172.216.55,443
192.168.10.5,49304
192.82.242.23,443
67.226.210.14,443
23.194.108.108,443
199.166.0.200,443
192.168.10.5,49479
192.168.10.5,49478
69.172.216.111,443
192.168.10.5,49318
192.168.10.5,49319
208.81.233.48,443
52.69.95.161,443
103.43.91.9,443
192.168.10.5,49507
202.131.200.84,443
183.79.1.73,443
192.168.10.8,49262
202.131.200.82,443
192.168.10.51,38105
54.209.109.64,443
23.194.181.179,443
192.168.10.5,49538
192.168.10.5,49537
192.168.10.5,49553
54.231.49.80,443
23.194.141.70,443
34.205.236.225,443
74.119.118.94,443
68.67.178.173,443
34.206.167.59,443
192.168.10.5,49557
192.168.10.5,49558
192.168.10.5,49571
192.168.10.5,49568
192.168.10.5,49559
192.168.10.5,49566
192.168.10.9,1869
13.115.243.208,443
14.128.26.213,443
192.168.10.5,49583
192.168.10.5,49589
54.164.247.151,443
192.168.10.5,49601
192.168.10.5,49602
158.69.119.82,443
23.92.189.243,443
103.243.221.17,443
192.168.10.25,137
204.13.192.177,443
169.55.70.244,443
63.251.210.233,443
104.27.144.213,443
172.217.10.106,443
192.168.10.9,1882
192.168.10.12,34162
192.168.10.12,38370
192.168.10.12,50048
192.168.10.15,49424
54.250.211.151,443
192.168.10.5,49258
104.16.26.235,443
192.168.10.12,45528
192.168.10.12,50080
220.243.235.201,443
192.168.10.51,50558
192.168.10.9,1900
192.168.10.9,1898
192.168.10.9,1902
192.168.10.12,42422
192.168.10.16,37206
54.192.36.44,443
192.168.10.16,53696
192.168.10.16,60424
52.84.140.85,443
52.197.116.185,443
52.33.75.90,443
192.168.10.5,49633
192.168.10.16,52294
192.168.10.16,52292
192.168.10.16,40526
192.168.10.51,38109
52.84.145.217,443
151.101.130.2,443
23.63.152.219,443
192.168.10.16,57852
192.168.10.16,42246
192.168.10.16,40844
192.168.10.16,57562
192.168.10.16,57560
174.129.254.239,443
192.168.10.16,49404
192.168.10.16,57490
192.168.10.9,1916
192.168.10.9,1931
192.168.10.14,49779
192.168.10.15,49437
192.168.10.14,49791
192.168.10.14,49778
192.168.10.16,43378
192.168.10.14,49795
192.168.10.14,49814
192.168.10.14,49822
192.168.10.16,39394
199.59.149.243,443
192.168.10.14,49829
184.30.45.183,443
192.168.10.16,39456
192.168.10.14,49823
192.168.10.14,49868
52.84.143.152,443
192.168.10.16,43036
192.168.10.14,49879
192.168.10.14,49738
192.168.10.16,54230
192.168.10.16,48732
131.253.61.64,80
192.168.10.15,49421
52.84.145.248,443
192.168.10.8,49212
131.253.61.64,443
52.196.94.170,443
192.168.10.16,58440
65.52.108.33,443
192.168.10.14,49933
192.168.10.16,42462
192.168.10.14,49979
192.168.10.9,1937
192.168.10.15,49454
192.168.10.15,49455
185.86.138.78,443
8.39.37.51,443
192.168.10.16,36072
192.168.10.8,49245
192.168.10.14,49875
192.168.10.16,58988
52.84.64.213,443
192.168.10.14,50022
192.168.10.16,40588
192.168.10.16,44886
192.168.10.16,35998
192.168.10.5,49411
192.168.10.5,49410
192.168.10.9,1938
23.21.56.145,443
54.210.176.114,443
52.44.236.149,443
23.194.109.216,80
54.148.185.187,443
104.196.190.32,443
52.202.9.62,443
23.21.114.96,443
192.168.10.9,1714
65.39.202.99,443
52.199.117.107,443
192.168.10.51,38111
192.168.10.9,1939
192.168.10.14,50020
192.168.10.9,1942
192.168.10.9,1941
192.168.10.9,1940
192.168.10.51,57594
192.168.10.50,59600
192.168.10.16,35402
192.168.10.16,54862
192.168.10.5,49621
52.43.87.30,443
112.121.107.30,3000
192.168.10.9,1686
192.168.10.9,1705
192.168.10.9,1685
192.168.10.9,1944
192.168.10.9,1943
192.168.10.5,49255
192.168.10.9,1945
112.121.107.20,80
192.168.10.9,1765
192.168.10.9,1687
192.168.10.9,1712
192.168.10.9,1709
192.168.10.9,1711
192.168.10.9,1713
192.168.10.9,1946
35.163.114.185,443
54.210.94.172,80
192.168.10.51,57597
66.235.147.240,443
172.217.6.206,443
192.168.10.16,36704
192.168.10.16,54656
192.168.10.5,49261
192.168.10.5,49260
192.168.10.16,54618
192.168.10.16,54008
192.168.10.9,1948
192.168.10.9,1950
192.168.10.51,38116
192.168.10.9,1951
192.168.10.16,58390
192.168.10.16,60936
52.84.145.216,443
192.168.10.16,46804
192.168.10.16,50142
192.168.10.16,53636
192.168.10.5,49325
192.168.10.5,49327
192.168.10.16,48726
192.168.10.16,59026
192.168.10.16,48068
104.88.75.116,443
192.168.10.16,44160
192.168.10.16,38884
192.168.10.16,52178
192.168.10.16,60180
192.168.10.16,52156
192.168.10.5,49373
192.168.10.5,49268
192.168.10.5,49266
192.168.10.5,49375
192.168.10.16,51930
52.84.143.136,443
192.168.10.5,49378
192.168.10.16,50208
173.222.140.192,443
149.174.66.131,443
192.168.10.5,49271
192.168.10.5,49270
192.168.10.5,49269
192.168.10.5,49267
192.168.10.5,49402
23.194.181.20,443
13.92.139.214,443
192.168.10.5,49284
192.168.10.5,49439
40.77.228.92,443
192.168.10.16,39292
192.168.10.16,34172
192.168.10.16,41892
192.168.10.5,49442
192.168.10.16,37004
192.168.10.5,49476
192.168.10.5,49401
192.168.10.16,50442
74.121.138.148,443
192.168.10.3,137
200.192.193.12,443
192.168.10.16,59010
192.168.10.5,49443
59.151.5.6,443
192.168.10.16,58656
192.168.10.51,57596
185.86.138.79,443
192.35.249.120,443
192.168.10.5,49497
192.168.10.5,49510
192.168.10.5,49518
192.168.10.5,49502
192.168.10.5,49485
23.199.206.254,443
23.194.140.38,443
52.84.141.133,443
151.101.1.108,443
192.168.10.5,49548
192.168.10.5,49549
192.168.10.5,49335
192.168.10.8,49239
221.204.60.22,443
123.125.46.31,443
192.168.10.51,36404
192.168.10.51,43172
192.168.10.51,48282
2.23.105.158,80
2.23.106.132,80
192.168.10.5,49576
192.168.10.5,49581
121.29.54.173,80
192.168.10.51,49299
221.204.60.11,443
72.30.2.182,443
192.168.10.51,38404
219.139.164.236,443
211.151.189.182,443
192.168.10.9,1733
66.61.168.89,80
192.168.10.51,43108
192.168.10.51,57627
115.239.217.134,443
220.181.7.190,443
192.168.10.51,40799
192.168.10.51,37750
211.99.188.210,443
192.168.10.8,49234
192.168.10.8,49242
123.125.115.164,443
192.168.10.51,57316
74.104.167.114,123
192.168.10.51,45212
96.244.96.19,123
192.168.10.51,43896
144.217.109.67,123
52.60.76.61,123
192.168.10.50,39692
192.168.10.9,1955
192.168.10.9,1954
121.29.54.141,443
108.61.73.244,123
192.168.10.9,1893
192.168.10.9,1953
123.125.46.32,443
65.55.44.108,443
144.217.163.175,123
66.228.59.187,123
52.38.5.243,443
192.168.10.12,43240
54.192.37.221,443
192.168.10.5,49631
192.168.10.5,49627
192.168.10.5,49628
129.6.15.28,123
192.168.10.5,49616
121.29.54.173,443
138.68.46.177,123
192.168.10.16,40158
198.50.139.209,123
192.168.10.8,49253
192.168.10.8,49233
209.48.71.154,80
192.168.10.8,49249
192.168.10.16,39120
104.244.46.231,443
192.168.10.16,38794
192.168.10.16,38804
192.168.10.16,38800
104.244.46.135,443
192.168.10.16,35812
192.168.10.16,38812
192.168.10.9,1956
45.33.84.208,123
74.125.192.157,443
69.89.207.99,123
192.168.10.51,37748
192.168.10.5,49641
192.168.10.9,1690
192.168.10.9,1706
192.168.10.9,1691
119.167.164.11,443
54.192.36.171,443
192.168.10.9,1933
192.168.10.9,1928
192.168.10.9,1707
192.168.10.9,1740
66.220.10.2,123
192.168.10.9,1708
74.125.29.109,465
192.168.10.9,1756
104.192.108.27,443
192.168.10.9,1801
192.168.10.9,1959
192.168.10.51,43898
45.33.91.95,123
172.217.12.200,443
192.168.10.50,31159
192.168.10.14,50050
192.168.10.14,50049
172.217.7.3,443
192.168.10.5,49295
68.67.178.132,80
192.168.10.9,1961
192.168.10.5,49343
132.163.4.102,123
132.163.4.101,123
207.46.114.58,443
192.168.10.5,49298
192.168.10.5,49339
192.168.10.5,49388
192.168.10.5,49279
192.168.10.5,49283
192.168.10.5,49296
192.168.10.5,49297
192.168.10.5,49371
192.168.10.5,49398
192.168.10.9,1962
192.168.10.5,49354
192.168.10.5,49310
192.168.10.5,49435
59.151.5.5,443
192.168.10.5,49413
192.168.10.9,1963
23.194.110.28,443
192.168.10.51,56017
185.170.48.239,19620
185.170.48.239,5960
185.170.48.239,55101
185.170.48.239,5220
185.170.48.239,63612
185.170.48.239,57061
185.170.48.239,30228
185.170.48.239,49233
91.189.88.149,80
91.189.88.161,80
185.170.48.239,61059
185.170.48.239,34842
185.170.48.239,36435
192.168.10.9,1964
185.170.48.239,58497
185.170.48.239,46033
185.170.48.239,47926
185.170.48.239,19338
192.168.10.8,49369
185.170.48.239,45918
85.194.240.107,8444
192.168.10.8,49379
185.170.48.239,47192
185.170.48.239,20460
172.217.11.6,443
192.168.10.8,49393
52.35.101.212,443
185.170.48.239,38604
192.168.10.8,49279
46.229.145.40,80
46.229.145.32,80
46.229.145.10,80
185.170.48.239,38540
46.229.145.50,80
185.170.48.239,57952
192.168.10.8,49430
185.170.48.239,38422
172.217.12.161,443
188.64.85.57,443
188.64.85.43,443
188.64.85.56,443
188.64.85.95,443
188.64.85.59,443
192.168.10.8,49435
192.168.10.8,49436
192.168.10.8,49438
192.168.10.8,49433
192.168.10.8,49437
192.168.10.8,49320
192.168.10.8,49323
192.168.10.8,49318
192.168.10.8,49322
192.168.10.8,49324
192.168.10.8,49325
185.170.48.239,48943
172.217.12.164,443
192.168.10.8,49446
172.217.6.227,443
192.168.10.8,49448
54.246.110.54,443
185.170.48.239,58644
192.168.10.8,49467
192.168.10.8,49466
54.192.36.20,80
185.170.48.239,54720
35.186.253.0,443
192.168.10.8,49490
192.168.10.8,49492
192.168.10.8,49382
185.170.48.239,63244
193.70.45.31,443
23.194.141.198,443
192.168.10.8,49525
192.168.10.8,49521
192.168.10.8,49522
185.170.48.239,60573
104.19.195.102,443
173.239.42.214,80
184.73.198.9,80
199.96.57.6,80
192.168.10.9,1965
188.64.85.146,80
46.229.145.47,80
23.194.141.17,443
74.119.118.71,80
193.111.38.245,80
208.185.50.90,80
136.243.13.5,443
192.168.10.8,49409
192.168.10.8,49412
192.168.10.8,49390
185.170.48.239,34498
185.170.48.239,43498
46.229.145.48,80
74.119.118.94,80
185.11.128.206,443
172.217.7.2,80
192.168.10.8,49420
192.168.10.8,49307
46.229.145.52,443
192.168.10.8,49422
185.170.48.239,25782
185.170.48.239,40113
46.229.145.1,80
38.69.238.17,80
151.101.129.69,443
192.168.10.5,49646
151.101.193.69,443
192.168.10.5,49648
192.168.10.5,49649
185.170.48.239,9862
172.217.9.225,443
192.168.10.8,49627
216.58.219.227,443
54.225.205.241,443
158.85.132.196,80
192.168.10.8,49449
188.226.141.125,80
192.168.10.8,49631
192.168.10.8,49629
74.217.63.38,443
169.45.253.37,80
192.168.10.8,49468
192.168.10.8,49465
185.170.48.239,13074
192.168.10.8,49624
192.82.242.50,80
151.101.1.69,443
185.170.48.239,63623
192.168.10.5,49681
192.168.10.5,49682
151.101.65.69,443
192.168.10.5,49683
192.168.10.5,49684
23.194.108.56,80
34.224.130.42,80
34.225.179.46,80
146.20.133.77,80
54.192.36.59,80
52.86.203.24,80
185.170.48.239,43678
146.20.128.188,80
149.202.197.119,80
69.16.175.10,443
192.168.10.8,49510
192.168.10.8,49647
192.168.10.8,49395
185.170.48.239,32300
35.186.253.82,443
34.205.21.160,80
185.11.128.203,80
192.168.10.8,49555
192.168.10.8,49535
185.170.48.239,63684
192.168.10.8,49285
192.168.10.8,49284
192.168.10.8,49372
188.64.85.73,443
193.111.38.243,443
188.64.84.12,443
188.64.85.44,443
193.111.38.254,443
188.64.85.69,443
188.64.85.35,443
185.170.48.239,6898
188.64.85.79,443
188.64.85.42,443
188.64.85.92,443
188.64.84.15,443
188.64.84.25,443
188.64.85.40,443
188.64.85.84,443
188.64.85.80,443
188.64.84.11,443
193.111.38.250,443
173.239.42.221,80
188.64.85.93,443
188.64.85.60,443
192.168.10.8,49608
192.168.10.8,49586
192.168.10.8,49602
192.168.10.8,49600
192.168.10.8,49599
192.168.10.8,49596
185.170.48.239,47911
185.170.48.239,30723
151.101.208.166,80
52.45.94.235,443
192.168.10.8,49621
192.168.10.8,49615
54.165.241.22,80
185.170.48.239,56933
192.168.10.5,49656
192.168.10.5,49657
192.168.10.5,49659
192.168.10.5,49650
192.168.10.50,13532
192.168.10.15,49493
192.168.10.15,49492
23.194.182.12,80
156.154.202.36,80
185.170.48.239,12585
192.168.10.8,49637
205.185.216.10,80
54.197.238.119,443
104.16.2.9,443
192.168.10.5,49676
192.168.10.5,49667
192.168.10.5,49666
185.170.48.239,7732
63.251.98.12,80
69.16.175.10,80
52.20.83.15,443
185.170.48.239,21
185.170.48.239,25970
192.168.10.8,49638
192.168.10.9,1967
192.168.10.51,56061
52.84.145.26,443
192.168.10.8,49714
192.168.10.9,1929
192.168.10.8,49311
52.216.65.40,443
107.178.247.57,443
192.168.10.8,49716
192.168.10.8,49719
192.168.10.8,49373
192.229.211.40,80
192.243.54.160,80
146.20.133.45,80
23.227.138.202,80
192.168.10.8,49667
192.168.10.8,49669
52.1.125.147,80
52.44.228.255,80
188.64.85.98,80
192.168.10.8,49695
192.168.10.8,49688
24.86.68.24,123
192.168.10.8,49681
94.31.29.250,80
185.167.164.39,80
13.59.251.53,443
192.168.10.8,49705
184.72.116.124,80
52.15.143.191,443
192.168.10.8,49734
192.168.10.8,49736
192.168.10.8,49729
192.168.10.8,49731
162.208.20.178,80
54.192.36.97,80
184.72.116.124,443
162.208.20.184,80
192.168.10.8,49743
34.192.134.35,80
192.168.10.8,49384
52.84.64.105,80
34.203.159.224,80
192.168.10.9,1968
54.164.201.153,80
52.5.156.65,80
107.20.191.136,80
52.5.10.168,80
192.168.10.15,49476
52.45.162.230,80
209.85.232.156,443
192.168.10.8,49890
209.205.212.90,80
192.168.10.8,49919
192.168.10.50,56118
192.168.10.12,57926
192.168.10.12,50052
192.168.10.9,1969
129.6.15.29,123
180.163.255.159,443
192.168.10.8,49953
192.168.10.8,49946
50.19.124.156,80
23.217.24.236,80
169.45.108.44,80
192.168.10.8,49920
192.168.10.50,29770
192.168.10.17,56085
192.168.10.17,46177
34.226.49.184,80
129.146.12.101,80
34.225.90.101,80
23.202.234.64,80
192.168.10.8,49993
72.5.205.58,80
108.59.6.118,80
13.58.119.233,80
199.244.48.50,443
192.168.10.9,1970
199.233.57.21,80
192.168.10.51,38228
23.194.140.15,80
68.67.180.45,443
68.67.178.243,80
204.79.197.200,80
52.22.100.235,80
192.168.10.8,50093
209.15.36.22,80
208.101.15.35,443
192.168.10.8,50127
38.71.5.33,443
192.168.10.8,50098
192.168.10.8,50099
107.21.37.12,80
50.22.19.222,443
63.251.88.51,443
52.22.186.191,443
192.168.10.25,49214
63.251.248.136,443
204.13.193.176,80
40.121.220.251,80
192.168.10.17,38111
209.15.36.23,80
192.168.10.17,35283
192.168.10.9,1971
85.194.240.107,80
54.192.36.201,80
52.216.20.24,443
192.168.10.17,53092
192.168.10.17,53057
192.168.10.17,60147
23.208.80.44,443
192.168.10.17,57167
192.168.10.17,57170
52.212.240.37,443
151.101.20.134,443
192.168.10.16,40606
192.168.10.16,33280
192.168.10.16,33262
192.168.10.16,33264
192.168.10.5,49639
192.168.10.15,49513
192.168.10.15,49515
198.22.162.9,80
72.21.91.66,443
192.168.10.16,41778
151.139.242.29,443
198.232.124.194,443
104.16.24.235,80
54.192.37.80,443
192.168.10.5,49643
94.31.29.64,443
94.31.29.249,443
192.168.10.8,50136
54.192.37.190,443
192.168.10.5,49640
40.87.63.92,80
172.217.10.238,80
52.84.145.155,443
46.229.145.10,443
104.88.107.204,80
23.194.110.7,80
23.23.157.167,80
192.168.10.9,1972
52.2.0.226,80
52.22.175.235,80
52.3.147.117,80
192.168.10.8,50135
192.168.10.8,49626
35.163.77.58,443
34.205.21.160,443
54.172.137.57,443
34.202.180.186,443
192.168.10.9,1949
69.169.86.39,80
192.168.10.8,50154
52.0.11.138,443
192.168.10.8,50146
35.185.42.220,80
35.185.42.220,443
184.172.43.147,443
34.200.160.91,80
34.193.198.239,443
54.243.84.224,443
52.2.0.226,443
54.192.37.193,443
192.168.10.25,49222
192.168.10.25,49221
172.217.6.226,443
192.168.10.25,49234
129.146.14.98,443
50.17.177.105,80
192.168.10.9,1973
46.229.145.32,443
192.168.10.51,38231
129.146.14.100,443
192.168.10.50,7707
192.168.10.5,49687
192.168.10.5,49686
192.168.10.9,1974
151.101.2.109,443
192.168.10.9,1984
192.168.10.9,2000
172.217.12.136,443
192.168.10.9,2001
192.168.10.9,2003
72.5.205.27,443
172.217.10.34,443
192.168.10.9,2008
72.5.205.11,443
64.147.131.201,443
162.248.16.34,443
192.168.10.9,2030
192.168.10.9,2031
192.168.10.9,2027
192.168.10.9,2043
192.168.10.9,2044
192.168.10.9,2072
192.168.10.9,2069
192.168.10.9,2068
192.168.10.9,1975
34.205.249.37,80
52.2.131.164,80
172.217.12.134,443
192.168.10.9,2077
192.168.10.9,2078
192.168.10.9,2074
52.2.131.164,443
54.164.184.73,443
192.168.10.9,2096
52.19.189.131,80
146.20.129.118,80
76.13.28.196,443
64.147.131.160,443
192.168.10.9,2103
23.194.181.103,443
192.168.10.9,2012
192.168.10.9,2108
192.168.10.9,2115
192.168.10.9,2109
162.248.16.30,443
23.92.189.247,443
192.168.10.9,2026
192.168.10.9,2033
192.168.10.9,2024
192.168.10.51,59092
74.119.118.66,443
74.119.118.86,443
178.250.0.78,443
34.194.107.160,443
107.22.226.38,443
192.168.10.9,2065
192.168.10.9,2062
192.168.10.9,2050
192.168.10.9,2073
192.168.10.9,2047
192.168.10.9,2057
192.168.10.9,2067
40.77.228.69,443
149.202.197.119,443
192.168.10.8,49403
192.168.10.51,54280
192.168.10.8,49421
23.194.181.25,443
52.84.141.7,443
192.168.10.9,2091
192.168.10.9,2089
192.168.10.9,2088
192.168.10.9,2092
34.192.139.116,443
52.3.9.89,80
52.5.250.84,443
162.208.20.184,443
74.121.142.169,443
192.168.10.9,2105
192.168.10.51,59093
52.71.43.244,443
192.168.10.9,2114
192.168.10.9,2116
192.168.10.9,2110
192.168.10.9,2119
192.168.10.9,2120
52.84.145.151,443
13.107.21.200,443
209.85.232.155,443
52.201.110.241,443
172.217.10.74,443
52.19.171.125,443
192.168.10.25,49232
192.168.10.25,49231
192.168.10.25,49238
192.168.10.25,49233
192.168.10.25,49225
192.168.10.25,49237
192.168.10.25,49242
192.168.10.25,49251
192.168.10.25,49215
192.168.10.25,49244
192.168.10.51,43601
192.168.10.51,43965
192.168.10.9,2107
52.44.131.128,443
172.217.10.74,80
54.192.37.22,443
192.168.10.8,49274
192.168.10.8,49275
192.168.10.8,49276
192.168.10.8,49272
192.168.10.8,49271
192.168.10.15,49499
192.168.10.15,49501
54.225.175.6,443
52.201.61.62,443
54.221.249.47,443
23.23.80.219,443
54.243.144.150,443
74.119.118.100,80
192.168.10.8,49367
172.217.11.42,443
192.168.10.14,50083
192.168.10.14,50082
54.243.231.120,443
34.225.147.89,443
104.244.46.7,443
192.168.10.14,50095
192.168.10.14,50097
192.168.10.14,50101
31.13.80.52,80
65.55.138.112,443
192.168.10.14,50085
192.168.10.14,50090
172.217.10.238,443
165.254.40.80,80
31.13.71.36,443
162.247.242.18,443
192.168.10.14,50105
209.48.71.242,80
192.168.10.8,49337
192.168.10.50,19033
192.168.10.51,58849
192.168.10.51,50290
192.168.10.16,40152
151.101.129.69,80
23.194.140.43,443
104.17.31.15,443
192.168.10.5,49653
131.253.61.98,443
66.242.15.113,443
192.168.10.16,55450
192.168.10.16,57470
192.168.10.16,55456
192.168.10.16,59172
192.168.10.5,49677
192.168.10.5,49680
192.168.10.16,38796
192.168.10.8,50229
192.168.10.8,50221
157.240.18.35,443
216.229.4.69,123
216.218.254.202,123
199.16.157.105,443
54.230.38.136,443
192.168.10.8,49576
192.168.10.9,2141
192.168.10.9,2142
192.168.10.9,2143
205.180.87.172,443
192.168.10.9,2144
192.168.10.9,2145
50.57.31.206,80
192.168.10.8,49691
52.39.210.199,443
146.20.128.120,443
64.12.245.38,80
45.76.92.117,123
204.2.134.164,123
204.44.79.6,443
192.168.10.51,57719
192.168.10.8,50227
152.163.13.4,443
34.192.121.38,443
162.248.16.50,443
192.168.10.9,2128
192.168.10.9,2123
192.168.10.9,2124
192.168.10.9,2122
192.168.10.9,2133
216.200.232.221,80
172.217.3.98,80
216.6.2.70,123
198.58.105.63,123
198.252.206.25,443
192.168.10.51,43972
66.135.44.92,123
104.153.64.122,443
52.205.231.160,443
74.208.174.96,123
198.58.110.84,123
66.228.42.59,123
204.246.169.22,80
192.168.10.8,49697
192.168.10.16,33600
209.242.224.117,123
128.138.141.172,123
192.168.10.9,2157
192.168.10.9,2166
192.168.10.9,2163
192.168.10.9,2165
192.168.10.9,2111
192.168.10.9,2164
192.168.10.9,2170
192.168.10.9,2174
192.168.10.8,50092
104.16.124.228,443
192.168.10.16,43548
23.194.109.199,80
151.101.129.108,80
192.168.10.8,50100
192.168.10.8,50103
192.168.10.8,50102
